单位编码,单位名称,医院项目编码,医院项目名称,国标编码,国标名称,备注
,南京江宁卫生信息平台,L81.801,纹身,Z41.801,文身,
,南京江宁卫生信息平台,G23.251,纹状体黑质变性,G23.200,纹状体黑质变性,
,南京江宁卫生信息平台,A83.851,其他蚊媒介的病毒性脑炎,A83.800,蚊媒介病毒性脑炎，其他的,
,南京江宁卫生信息平台,A92.951,蚊媒介的病毒性发热 NOS,A92.900,蚊媒介的病毒性发热,
,南京江宁卫生信息平台,A92.851,其他特指的蚊媒介的病毒性发热,A92.800,蚊媒介的病毒性发热，其他特指的,
,南京江宁卫生信息平台,A83.951,蚊媒介的病毒性脑炎 NOS,A83.900,蚊媒介的病毒性脑炎,
,南京江宁卫生信息平台,I20.805,稳定性心绞痛,I20.801,稳定型心绞痛,
,南京江宁卫生信息平台,E75.556,活尔曼病,E75.505,沃尔曼病,
,南京江宁卫生信息平台,A39.151+,沃－弗综合征(脑膜炎球菌性),A39.100？,沃-弗综合征,
,南京江宁卫生信息平台,A39.152,脑膜炎球菌性出血性肾上腺炎,A39.100？,沃-弗综合征,
,南京江宁卫生信息平台,A39.153,脑膜炎球菌性肾上腺综合征,A39.100？,沃-弗综合征,
,南京江宁卫生信息平台,E78.655,巴森-科恩茨维格病或综合征[无β脂蛋白血症],E78.602,无β脂蛋白血症,
,南京江宁卫生信息平台,D58.054,无胆色素尿性(家族性)黄疸,D58.003,无胆色素尿性黄疸,
,南京江宁卫生信息平台,T14.051,无毒蜘蛛咬伤,T14.002,无毒蜘蛛咬伤,
,南京江宁卫生信息平台,L74.401,无汗,L74.400,无汗症,
,南京江宁卫生信息平台,Q13.102+,无虹膜青光眼,Q13.101？,无虹膜青光眼,
,南京江宁卫生信息平台,J63.852,金属尘肺,J63.800,无机粉尘引起的肺尘埃沉着病，其他特指的,
,南京江宁卫生信息平台,T57.951,无机物的毒性效应 NOS,T57.900,无机物的毒性效应,
,南京江宁卫生信息平台,T57.851,硫的毒性效应,T57.800,无机物质的毒性效应，其他特指的,
,南京江宁卫生信息平台,Q06.051,无脊髓,Q06.000,无脊髓畸形,
,南京江宁卫生信息平台,H27.001,手术后无晶体,H27.000,无晶状体,
,南京江宁卫生信息平台,H27.002,后天性无晶体,H27.000,无晶状体,
,南京江宁卫生信息平台,H27.003,晶状体缺失(后天性),H27.000,无晶状体,
,南京江宁卫生信息平台,H40.507,无晶体性青光眼,H40.502,无晶状体性青光眼,
,南京江宁卫生信息平台,D69.401,巨核细胞再生不良,D69.405,无巨核细胞性血小板减少性紫癜,
,南京江宁卫生信息平台,D69.403,无巨核细胞性血小板减少性紫癜,D69.405,无巨核细胞性血小板减少性紫癜,
,南京江宁卫生信息平台,A87.252+,浆液性脑膜炎,G03.001,无菌性脑膜炎,
,南京江宁卫生信息平台,G03.001,无菌性(急性)脑膜炎,G03.001,无菌性脑膜炎,
,南京江宁卫生信息平台,S25.151,无名动脉损伤,S25.100,无名动脉或锁骨下动脉损伤,
,南京江宁卫生信息平台,I72.806,无名动脉动脉瘤,I72.806,无名动脉瘤,
,南京江宁卫生信息平台,I77.108,无名动脉迂曲,I77.103,无名动脉迂曲,
,南京江宁卫生信息平台,S25.352,无名静脉损伤,S25.300,无名静脉或锁骨下静脉损伤,
,南京江宁卫生信息平台,I87.109,无名静脉阻塞,I87.104,无名静脉阻塞,
,南京江宁卫生信息平台,Q00.051,无脑儿,Q00.000,无脑儿,
,南京江宁卫生信息平台,Q04.351,无脑回,Q04.305,无脑回,
,南京江宁卫生信息平台,R34.X01,无尿,R34.x02,无尿,
,南京江宁卫生信息平台,R34.X51,尿闭,R34.x00,无尿和少尿,
,南京江宁卫生信息平台,R98.X51,发现时已死亡,R98.x00,无人在场的死亡,
,南京江宁卫生信息平台,O92.351,原发性无乳,O92.300,无乳,
,南京江宁卫生信息平台,Q83.251,无乳头,Q83.200,无乳头,
,南京江宁卫生信息平台,Q04.151,无嗅脑,Q04.100,无嗅脑畸形,
,南京江宁卫生信息平台,K08.251,牙缺损牙槽嵴萎缩,K08.200,无牙牙槽嵴萎缩,
,南京江宁卫生信息平台,Q16.251,无咽鼓管,Q16.200,无咽鼓管,
,南京江宁卫生信息平台,Q11.151,眼的发育不良,Q11.100,无眼畸形，其他的,
,南京江宁卫生信息平台,Q11.152,先天性无眼球,Q11.100,无眼畸形，其他的,
,南京江宁卫生信息平台,N31.051,无抑制神经病性膀胱，NEC,N31.000,无抑制神经病性膀胱，不可归类在他处者,
,南京江宁卫生信息平台,Z51.351,无诊断报告的输血的医疗照顾,Z51.300,无诊断报告的输血,
,南京江宁卫生信息平台,A20.852,无症状性鼠疫,A20.802,无症状鼠疫,
,南京江宁卫生信息平台,I25.651,无症状的心肌缺血,I25.600,无症状心肌缺血,
,南京江宁卫生信息平台,I25.652,隐性冠心病(无症状性冠心病),I25.600,无症状心肌缺血,
,南京江宁卫生信息平台,I25.653,无症状的缺血性心脏病,I25.600,无症状心肌缺血,
,南京江宁卫生信息平台,A52.251,无症状性神经梅毒,A52.200,无症状性神经梅毒,
,南京江宁卫生信息平台,G25.502,舞蹈病,G25.500,舞蹈症，其他的,
,南京江宁卫生信息平台,G25.503,舞蹈样手足搐动症,G25.500,舞蹈症，其他的,
,南京江宁卫生信息平台,G25.504,小舞蹈病,G25.500,舞蹈症，其他的,
,南京江宁卫生信息平台,G25.551,慢性进行性舞蹈病,G25.500,舞蹈症，其他的,
,南京江宁卫生信息平台,G25.552,老年性舞蹈病,G25.500,舞蹈症，其他的,
,南京江宁卫生信息平台,G25.553,偏瘫后舞蹈病,G25.500,舞蹈症，其他的,
,南京江宁卫生信息平台,Z50.151,呼吸锻炼,Z50.100,物理治疗，其他的,
,南京江宁卫生信息平台,Z50.152,物理疗法(理疗),Z50.100,物理治疗，其他的,
,南京江宁卫生信息平台,Z50.153,治疗性的矫正性锻炼,Z50.100,物理治疗，其他的,
,南京江宁卫生信息平台,T52.151,非石油类溶剂的毒性效应,T65.900,物质的毒性效应,
,南京江宁卫生信息平台,T54.901,其他和未特指的固体和液体物质中毒(Y19.955),T65.900,物质的毒性效应,
,南京江宁卫生信息平台,T65.951,物质的毒性效应 NOS,T65.900,物质的毒性效应,
,南京江宁卫生信息平台,T65.803,来苏意外中毒 (X49.978),T65.800,物质的毒性效应，其他特指,
,南京江宁卫生信息平台,T65.804,染发液过敏 (X49.979),T65.800,物质的毒性效应，其他特指,
,南京江宁卫生信息平台,T65.851,农用生长素的毒性效应,T65.800,物质的毒性效应，其他特指,
,南京江宁卫生信息平台,T65.852,高锰酸钾意外烧灼伤 (X49.951),T65.800,物质的毒性效应，其他特指,
,南京江宁卫生信息平台,T65.853,家俱起光剂意外中毒 (X49.952),T65.800,物质的毒性效应，其他特指,
,南京江宁卫生信息平台,T65.854,粉刷剂意外中毒 (X49.953),T65.800,物质的毒性效应，其他特指,
,南京江宁卫生信息平台,T65.855,粘贴剂意外中毒 (X49.966),T65.800,物质的毒性效应，其他特指,
,南京江宁卫生信息平台,T65.856,植物养料和肥料意外中毒 (X49.970),T65.800,物质的毒性效应，其他特指,
,南京江宁卫生信息平台,A77.251,西北利亚立克次体斑疹热,A77.200,西伯利亚立克次体性斑疹热,
,南京江宁卫生信息平台,Q03.052,先天性西尔维于斯导水管梗阻(狭窄)(异常),Q03.002,西尔维于斯导水管梗阻,
,南京江宁卫生信息平台,Q03.051,西尔维于斯导水管[中脑导水管]畸形,Q03.001,西尔维于斯导水管狭窄,
,南京江宁卫生信息平台,A92.351,西尼罗河热,A92.300,西尼罗河病毒感染,
,南京江宁卫生信息平台,L57.351,西瓦特皮肤异色病,L57.300,西瓦特皮肤异色病,
,南京江宁卫生信息平台,B66.951,吸虫病,B66.900,吸虫感染,
,南京江宁卫生信息平台,B66.851,后殖吸虫病,B66.800,吸虫感染，其他特指的,
,南京江宁卫生信息平台,B66.852,棘口吸虫病,B66.800,吸虫感染，其他特指的,
,南京江宁卫生信息平台,B66.853,沃森吸虫病,B66.800,吸虫感染，其他特指的,
,南京江宁卫生信息平台,B66.854,异型吸虫病,B66.800,吸虫感染，其他特指的,
,南京江宁卫生信息平台,B66.855,伊族棘口吸虫病,B66.800,吸虫感染，其他特指的,
,南京江宁卫生信息平台,B66.856,隐孔吸虫病,B66.800,吸虫感染，其他特指的,
,南京江宁卫生信息平台,J69.001,吸入性肺炎,J69.001,吸入性肺炎,
,南京江宁卫生信息平台,T41.051,吸入性麻醉药中毒,T41.000,吸入性麻醉药中毒,
,南京江宁卫生信息平台,T41.052,乙醚意外中毒 (X44.954),T41.000,吸入性麻醉药中毒,
,南京江宁卫生信息平台,M83.295,吸收障碍引起的成人骨软化,M83.200,吸收不良引起的成人骨软化症,
,南京江宁卫生信息平台,F98.854,吸吮母指,F98.801,吸吮拇指,
,南京江宁卫生信息平台,O81.401,产钳分娩未提及指征者(吸引器)的单胎分娩,O81.401,吸引器助产分娩,
,南京江宁卫生信息平台,J62.801,矽肺(硅肺),J62.803,矽肺,
,南京江宁卫生信息平台,J62.802,矽肺性肺纤维化,J62.803,矽肺,
,南京江宁卫生信息平台,Q85.801,遗传性色素沉着消化道息肉[普-杰二氏综合征],Q85.801,息肉-色素沉着-脱发-爪甲营养不良综合征,
,南京江宁卫生信息平台,J63.551,锡尘肺(锡矿工尘肺),J63.500,锡沉着病,
,南京江宁卫生信息平台,T56.651,锡及其化合物的毒性效应,T56.600,锡及其化合物的毒性效应,
,南京江宁卫生信息平台,M23.061,膝外侧半月板囊肿,M23.001,膝半月板囊肿,
,南京江宁卫生信息平台,M23.091,膝半月板囊肿,M23.001,膝半月板囊肿,
,南京江宁卫生信息平台,S80.051,膝部挫伤,S80.000,膝挫伤,
,南京江宁卫生信息平台,S83.751,膝的多处结构的损伤,S83.700,膝的多处结构的损伤,
,南京江宁卫生信息平台,M23.595,膝慢性不稳定性疾患,M23.500,膝的慢性不稳定性疾患,
,南京江宁卫生信息平台,S83.651,创伤性膝关节滑膜炎,S83.600,膝的其他和未特指部位的扭伤和劳损,
,南京江宁卫生信息平台,S83.652,膝髌韧带裂(扭)伤,S83.600,膝的其他和未特指部位的扭伤和劳损,
,南京江宁卫生信息平台,M70.561,膝滑囊炎,M70.500,膝的其他滑囊炎,
,南京江宁卫生信息平台,M70.562,膝假性滑囊炎,M70.500,膝的其他滑囊炎,
,南京江宁卫生信息平台,M17.961,膝关节病 NOS,M17.900,膝关节病,
,南京江宁卫生信息平台,M24.361,膝关节病理性脱位,M24.305,膝关节病理性脱位,
,南京江宁卫生信息平台,M93.206,分离性膝骨软骨炎,M93.202,膝关节分离性骨软骨病,
,南京江宁卫生信息平台,S83.451,膝关节外侧副韧带扭伤和劳损,S83.401,膝关节副韧带劳损,
,南京江宁卫生信息平台,M65.961,膝滑膜炎,M65.906,膝关节滑膜炎,
,南京江宁卫生信息平台,M86.865,慢性膝关节滑膜炎,M65.906,膝关节滑膜炎,
,南京江宁卫生信息平台,M25.661,膝关节僵硬,M25.607,膝关节僵硬,
,南京江宁卫生信息平台,A18.028+,膝关节结核,A18.034？,膝关节结核,
,南京江宁卫生信息平台,A18.029+,膝结核性滑膜炎,A18.035？,膝关节结核性滑膜炎,
,南京江宁卫生信息平台,M24.565,膝反屈,M24.502,膝关节挛缩,
,南京江宁卫生信息平台,M23.095,膝关节囊肿,M25.808,膝关节囊肿,
,南京江宁卫生信息平台,M23.995,半月板疾患 NOS,M23.900,膝关节内紊乱,
,南京江宁卫生信息平台,M23.996,膝内部紊乱 NOS,M23.900,膝关节内紊乱,
,南京江宁卫生信息平台,M23.395,膝关节变性,M23.800,膝关节内紊乱，其他的,
,南京江宁卫生信息平台,S83.601,膝关节扭伤,S83.601,膝关节扭伤,
,南京江宁卫生信息平台,S83.602,膝关节损伤,S83.601,膝关节扭伤,
,南京江宁卫生信息平台,M24.661,膝关节强硬,M24.607,膝关节强硬,
,南京江宁卫生信息平台,M21.261,后天性膝关节屈曲畸形,M21.202,膝关节屈曲畸形,
,南京江宁卫生信息平台,S83.351,近期的膝关节软骨撕裂,S83.300,膝关节软骨撕裂，近期的,
,南京江宁卫生信息平台,S83.501,膝十字韧带断裂,S83.501,膝关节十字韧带劳损,
,南京江宁卫生信息平台,S83.752,十字韧带断裂,S83.501,膝关节十字韧带劳损,
,南京江宁卫生信息平台,M25.561,膝关节痛,M25.506,膝关节痛,
,南京江宁卫生信息平台,S83.101,膝关节脱位,S83.100,膝关节脱位,
,南京江宁卫生信息平台,S83.151,单纯性膝关节脱位,S83.100,膝关节脱位,
,南京江宁卫生信息平台,S83.152,膝关节哆开性脱位,S83.100,膝关节脱位,
,南京江宁卫生信息平台,M23.491,膝关节游离体,M23.400,膝关节游离体,
,南京江宁卫生信息平台,T34.751,膝和小腿冻伤，伴有组织坏死,T34.700,膝和小腿冻伤伴有组织坏死,
,南京江宁卫生信息平台,T34.951,小腿冻伤，伴组织坏死NOS,T34.700,膝和小腿冻伤伴有组织坏死,
,南京江宁卫生信息平台,T33.751,膝和小腿浅表冻伤,T33.700,膝和小腿浅表冻伤,
,南京江宁卫生信息平台,T33.951,小腿浅表冻伤NOS,T33.700,膝和小腿浅表冻伤,
,南京江宁卫生信息平台,Z89.551,胫骨后天性缺损,Z89.500,膝或膝以下小腿后天性缺失,
,南京江宁卫生信息平台,Z89.552,膝或膝以下小腿后天性缺失,Z89.500,膝或膝以下小腿后天性缺失,
,南京江宁卫生信息平台,S87.051,膝部挤压伤,S87.000,膝挤压伤,
,南京江宁卫生信息平台,S81.051,膝部开放性伤口,S81.000,膝开放性伤口,
,南京江宁卫生信息平台,S83.252,近期的膝内侧半月板破裂,S83.201,膝内侧半月板损伤,
,南京江宁卫生信息平台,M23.695,膝韧带其他自然破裂,M23.600,膝韧带的其他自然破裂,
,南京江宁卫生信息平台,M24.465,膝韧带囊肿,M23.809,膝韧带囊肿,
,南京江宁卫生信息平台,M23.895,膝韧带松弛,M23.806,膝韧带松弛,
,南京江宁卫生信息平台,S83.251,近期的膝关节外侧半月板损伤,S83.202,膝外侧半月板损伤,
,南京江宁卫生信息平台,O64.851,膝先露引起的梗阻性分娩,O64.804,膝先露难产,
,南京江宁卫生信息平台,Q68.201,先天性膝关节畸形,Q68.200,膝先天性变形,
,南京江宁卫生信息平台,Q68.251,先天性膝屈曲挛缩,Q68.200,膝先天性变形,
,南京江宁卫生信息平台,Z89.601,手术后股骨缺失,Z89.600,膝以上大腿后天性缺失,
,南京江宁卫生信息平台,Z89.651,膝以上大腿后天性缺失,Z89.600,膝以上大腿后天性缺失,
,南京江宁卫生信息平台,G51.101,膝状神经节炎,G51.100,膝状神经节炎,
,南京江宁卫生信息平台,F63.951,习惯和冲突障碍 NOS,F63.900,习惯和冲动障碍,
,南京江宁卫生信息平台,F63.851,间歇性爆发性障碍,F63.800,习惯和冲动障碍，其他的,
,南京江宁卫生信息平台,N96.X01,习惯性流产,N96.x00,习惯性流产,
,南京江宁卫生信息平台,O06.904,习惯性流产伴近期流产,O03.902,习惯性流产伴近期流产,
,南京江宁卫生信息平台,O26.201,习惯性流产者伴有妊娠,O26.200,习惯性流产者的妊娠医疗,
,南京江宁卫生信息平台,O26.251,习惯性流产者的妊娠医疗,O26.200,习惯性流产者的妊娠医疗,
,南京江宁卫生信息平台,O31.152,习惯性流产者妊娠,O26.200,习惯性流产者的妊娠医疗,
,南京江宁卫生信息平台,K03.155,习惯性牙齿磨损,K03.103,习惯性牙磨损,
,南京江宁卫生信息平台,M32.901,系统性红斑狼疮 NOS,M32.900,系统性红斑狼疮,
,南京江宁卫生信息平台,M32.107+,狼疮性肺病变,M32.100,系统性红斑狼疮，累及器官或系统,
,南京江宁卫生信息平台,M32.108+,狼疮性神经炎,M32.100,系统性红斑狼疮，累及器官或系统,
,南京江宁卫生信息平台,M32.155+,系统性红斑狼疮性脑炎,M32.100,系统性红斑狼疮，累及器官或系统,
,南京江宁卫生信息平台,M32.805,播散性畿斑狼疮,M32.800,系统性红斑狼疮，其他形式的,
,南京江宁卫生信息平台,I77.607,系统性血管炎,M31.804,系统性血管炎,
,南京江宁卫生信息平台,A04.901,肠道感染,A04.900,细菌性肠道感染,
,南京江宁卫生信息平台,A04.902,细菌性肠炎 NOS,A04.900,细菌性肠道感染,
,南京江宁卫生信息平台,A04.801,吡邻单胞菌肠炎,A04.800,细菌性肠道感染，其他特指的,
,南京江宁卫生信息平台,A04.803,产气杆菌肠炎,A04.800,细菌性肠道感染，其他特指的,
,南京江宁卫生信息平台,A04.805,副霍乱,A04.800,细菌性肠道感染，其他特指的,
,南京江宁卫生信息平台,A04.806,副溶血孤菌肠炎,A04.800,细菌性肠道感染，其他特指的,
,南京江宁卫生信息平台,A04.807,金黄色葡萄球菌性肠炎,A04.800,细菌性肠道感染，其他特指的,
,南京江宁卫生信息平台,A04.808,绿脓杆菌性肠炎,A04.800,细菌性肠道感染，其他特指的,
,南京江宁卫生信息平台,A04.810,嗜水气单胞菌肠炎,A04.800,细菌性肠道感染，其他特指的,
